"iata","name","city","country","latitude","longitude","source_type","scheduled_service","proposed_demand_index","proposed_airport_tax","review_note"
"NDJ","N'Djamena International Airport","N'Djamena","Chad","12.1337","15.034","large_airport","yes","82","1050.00","AUTO_PROPOSED_FROM_OURAIRPORTS_LARGE_SCHEDULED"
"ANF","Andrés Sabella Gálvez International Airport","Antofagasta","Chile","-23.445274","-70.445232","large_airport","yes","82","1050.00","AUTO_PROPOSED_FROM_OURAIRPORTS_LARGE_SCHEDULED"
"CCP","Carriel Sur International Airport","Concepcion","Chile","-36.77235","-73.062828","large_airport","yes","82","1050.00","AUTO_PROPOSED_FROM_OURAIRPORTS_LARGE_SCHEDULED"
"IQQ","Diego Aracena International Airport","Iquique","Chile","-20.536273","-70.181373","large_airport","yes","82","1050.00","AUTO_PROPOSED_FROM_OURAIRPORTS_LARGE_SCHEDULED"
"IPC","Mataveri International Airport","Isla De Pascua","Chile","-27.165411","-109.421027","large_airport","yes","82","1050.00","AUTO_PROPOSED_FROM_OURAIRPORTS_LARGE_SCHEDULED"
"PMC","El Tepual International Airport","Puerto Montt","Chile","-41.443093","-73.094065","large_airport","yes","82","1050.00","AUTO_PROPOSED_FROM_OURAIRPORTS_LARGE_SCHEDULED"
"PUQ","President Carlos Ibáñez International Airport","Punta Arenas","Chile","-53.002602","-70.854599","large_airport","yes","82","1050.00","AUTO_PROPOSED_FROM_OURAIRPORTS_LARGE_SCHEDULED"
"ZCO","La Araucanía International Airport","Temuco","Chile","-38.9259","-72.6515","large_airport","yes","82","1050.00","AUTO_PROPOSED_FROM_OURAIRPORTS_LARGE_SCHEDULED"
"BAV","Baotou Donghe International Airport","Baotou","China","40.560001","109.997002","large_airport","yes","82","1050.00","AUTO_PROPOSED_FROM_OURAIRPORTS_LARGE_SCHEDULED"
"CGQ","Changchun Longjia International Airport","Changchun","China","43.996201","125.684998","large_airport","yes","82","1050.00","AUTO_PROPOSED_FROM_OURAIRPORTS_LARGE_SCHEDULED"
"CSX","Changsha Huanghua International Airport","Changsha (Changsha)","China","28.189199","113.220001","large_airport","yes","82","1050.00","AUTO_PROPOSED_FROM_OURAIRPORTS_LARGE_SCHEDULED"
"TFU","Chengdu Tianfu International Airport","Chengdu (Jianyang)","China","30.31252","104.441284","large_airport","yes","82","1050.00","AUTO_PROPOSED_FROM_OURAIRPORTS_LARGE_SCHEDULED"
"DLC","Dalian Zhoushuizi International Airport","Dalian (Ganjingzi)","China","38.965719","121.538477","large_airport","yes","82","1050.00","AUTO_PROPOSED_FROM_OURAIRPORTS_LARGE_SCHEDULED"
"DAT","Datong Yungang International Airport","Datong","China","40.06139","113.480509","large_airport","yes","82","1050.00","AUTO_PROPOSED_FROM_OURAIRPORTS_LARGE_SCHEDULED"
"DNH","Dunhuang Mogao International Airport","Dunhuang","China","40.161953","94.812827","large_airport","yes","82","1050.00","AUTO_PROPOSED_FROM_OURAIRPORTS_LARGE_SCHEDULED"
"EHU","Ezhou Huahu International Airport","Ezhou","China","30.341178","115.03926","large_airport","yes","82","1050.00","AUTO_PROPOSED_FROM_OURAIRPORTS_LARGE_SCHEDULED"
"FOC","Fuzhou Changle International Airport","Fuzhou (Changle)","China","25.929254","119.672524","large_airport","yes","82","1050.00","AUTO_PROPOSED_FROM_OURAIRPORTS_LARGE_SCHEDULED"
"KWL","Guilin Liangjiang International Airport","Guilin (Lingui)","China","25.219828","110.039553","large_airport","yes","82","1050.00","AUTO_PROPOSED_FROM_OURAIRPORTS_LARGE_SCHEDULED"
"KWE","Guiyang Longdongbao International Airport","Guiyang (Nanming)","China","26.541805","106.80402","large_airport","yes","82","1050.00","AUTO_PROPOSED_FROM_OURAIRPORTS_LARGE_SCHEDULED"
"XNN","Xining Caojiabao International Airport","Haidong (Huzhu Tu Autonomous County)","China","36.52775","102.040215","large_airport","yes","82","1050.00","AUTO_PROPOSED_FROM_OURAIRPORTS_LARGE_SCHEDULED"
"HAK","Haikou Meilan International Airport","Haikou (Meilan)","China","19.9349","110.459","large_airport","yes","82","1050.00","AUTO_PROPOSED_FROM_OURAIRPORTS_LARGE_SCHEDULED"
"HLD","Hulunbuir Hailar Airport","Hailar","China","49.208616","119.822301","large_airport","yes","82","1050.00","AUTO_PROPOSED_FROM_OURAIRPORTS_LARGE_SCHEDULED"
"HRB","Harbin Taiping International Airport","Harbin","China","45.623402","126.25","large_airport","yes","82","1050.00","AUTO_PROPOSED_FROM_OURAIRPORTS_LARGE_SCHEDULED"
"HFE","Hefei Xinqiao International Airport","Hefei","China","31.98779","116.9769","large_airport","yes","82","1050.00","AUTO_PROPOSED_FROM_OURAIRPORTS_LARGE_SCHEDULED"
"HET","Hohhot Baita International Airport","Hohhot","China","40.849658","111.824598","large_airport","yes","82","1050.00","AUTO_PROPOSED_FROM_OURAIRPORTS_LARGE_SCHEDULED"
"HIA","Huai'an Lianshui Airport","Huai'an","China","33.792712","119.126657","large_airport","yes","82","1050.00","AUTO_PROPOSED_FROM_OURAIRPORTS_LARGE_SCHEDULED"
"TXN","Huangshan Tunxi International Airport","Huangshan","China","29.733299","118.255997","large_airport","yes","82","1050.00","AUTO_PROPOSED_FROM_OURAIRPORTS_LARGE_SCHEDULED"
"JGN","Jiayuguan International Airport","Jiayuguan","China","39.859052","98.339344","large_airport","yes","82","1050.00","AUTO_PROPOSED_FROM_OURAIRPORTS_LARGE_SCHEDULED"
"SWA","Jieyang Chaoshan International Airport","Jieyang (Rongcheng)","China","23.552","116.5033","large_airport","yes","82","1050.00","AUTO_PROPOSED_FROM_OURAIRPORTS_LARGE_SCHEDULED"
"TNA","Jinan Yaoqiang International Airport","Jinan (Licheng)","China","36.857201","117.216003","large_airport","yes","82","1050.00","AUTO_PROPOSED_FROM_OURAIRPORTS_LARGE_SCHEDULED"
"JHG","Xishuangbanna Gasa International Airport","Jinghong (Gasa)","China","21.974648","100.762224","large_airport","yes","82","1050.00","AUTO_PROPOSED_FROM_OURAIRPORTS_LARGE_SCHEDULED"
"KHG","Kashgar Laining International Airport","Kashgar","China","39.542273","76.02023","large_airport","yes","82","1050.00","AUTO_PROPOSED_FROM_OURAIRPORTS_LARGE_SCHEDULED"
"LHW","Lanzhou Zhongchuan International Airport","Lanzhou (Yongdeng)","China","36.515202","103.620003","large_airport","yes","82","1050.00","AUTO_PROPOSED_FROM_OURAIRPORTS_LARGE_SCHEDULED"
"LYG","Lianyungang Huaguoshan International Airport","Lianyungang","China","34.41406","119.17899","large_airport","yes","82","1050.00","AUTO_PROPOSED_FROM_OURAIRPORTS_LARGE_SCHEDULED"
"LJG","Lijiang Sanyi International Airport","Lijiang","China","26.677483","100.244944","large_airport","yes","82","1050.00","AUTO_PROPOSED_FROM_OURAIRPORTS_LARGE_SCHEDULED"
"LYA","Luoyang Beijiao Airport","Luoyang (Laocheng)","China","34.7411","112.388","large_airport","yes","82","1050.00","AUTO_PROPOSED_FROM_OURAIRPORTS_LARGE_SCHEDULED"
"KHN","Nanchang Changbei International Airport","Nanchang","China","28.864815","115.90271","large_airport","yes","82","1050.00","AUTO_PROPOSED_FROM_OURAIRPORTS_LARGE_SCHEDULED"
"NNG","Nanning Wuxu International Airport","Nanning (Jiangnan)","China","22.598071","108.181922","large_airport","yes","82","1050.00","AUTO_PROPOSED_FROM_OURAIRPORTS_LARGE_SCHEDULED"
"NGB","Ningbo Lishe International Airport","Ningbo","China","29.82670021057129","121.46199798583984","large_airport","yes","82","1050.00","AUTO_PROPOSED_FROM_OURAIRPORTS_LARGE_SCHEDULED"
"DSN","Ordos Ejin Horo International Airport","Ordos","China","39.493514","109.8599","large_airport","yes","82","1050.00","AUTO_PROPOSED_FROM_OURAIRPORTS_LARGE_SCHEDULED"
"TAO","Qingdao Jiaodong International Airport","Qingdao (Jiaozhou)","China","36.361953","120.088171","large_airport","yes","82","1050.00","AUTO_PROPOSED_FROM_OURAIRPORTS_LARGE_SCHEDULED"
"NDG","Qiqihar Sanjiazi Airport","Qiqihar","China","47.229969","123.914179","large_airport","yes","82","1050.00","AUTO_PROPOSED_FROM_OURAIRPORTS_LARGE_SCHEDULED"
"JJN","Quanzhou Jinjiang International Airport","Quanzhou","China","24.795855","118.588599","large_airport","yes","82","1050.00","AUTO_PROPOSED_FROM_OURAIRPORTS_LARGE_SCHEDULED"
"SYX","Sanya Phoenix International Airport","Sanya (Tianya)","China","18.3029","109.412003","large_airport","yes","82","1050.00","AUTO_PROPOSED_FROM_OURAIRPORTS_LARGE_SCHEDULED"
"LXA","Lhasa Gonggar International Airport","Shannan (Gonggar)","China","29.298001","90.911951","large_airport","yes","82","1050.00","AUTO_PROPOSED_FROM_OURAIRPORTS_LARGE_SCHEDULED"
"SHE","Shenyang Taoxian International Airport","Shenyang","China","41.6398","123.483668","large_airport","yes","82","1050.00","AUTO_PROPOSED_FROM_OURAIRPORTS_LARGE_SCHEDULED"
"SJW","Shijiazhuang Zhengding International Airport","Shijiazhuang","China","38.280701","114.696999","large_airport","yes","82","1050.00","AUTO_PROPOSED_FROM_OURAIRPORTS_LARGE_SCHEDULED"
"TYN","Taiyuan Wusu International Airport","Taiyuan","China","37.746899","112.627998","large_airport","yes","82","1050.00","AUTO_PROPOSED_FROM_OURAIRPORTS_LARGE_SCHEDULED"
"TSN","Tianjin Binhai International Airport","Tianjin","China","39.124401092499994","117.346000671","large_airport","yes","82","1050.00","AUTO_PROPOSED_FROM_OURAIRPORTS_LARGE_SCHEDULED"
"WNZ","Wenzhou Longwan International Airport","Wenzhou (Longwan)","China","27.910572","120.853465","large_airport","yes","82","1050.00","AUTO_PROPOSED_FROM_OURAIRPORTS_LARGE_SCHEDULED"
"WUX","Sunan Shuofang International Airport","Wuxi","China","31.496952","120.43038","large_airport","yes","82","1050.00","AUTO_PROPOSED_FROM_OURAIRPORTS_LARGE_SCHEDULED"
"XMN","Xiamen Gaoqi International Airport","Xiamen","China","24.543889","118.127454","large_airport","yes","82","1050.00","AUTO_PROPOSED_FROM_OURAIRPORTS_LARGE_SCHEDULED"
"RKZ","Xigaze Peace Airport / Shigatse Air Base","Xigazê (Samzhubzê)","China","29.350876","89.299157","large_airport","yes","82","1050.00","AUTO_PROPOSED_FROM_OURAIRPORTS_LARGE_SCHEDULED"
"YNZ","Yancheng Nanyang International Airport","Yancheng (Tinghu)","China","33.428317","120.20545","large_airport","yes","82","1050.00","AUTO_PROPOSED_FROM_OURAIRPORTS_LARGE_SCHEDULED"
"YNT","Yantai Penglai International Airport","Yantai","China","37.659724","120.978124","large_airport","yes","82","1050.00","AUTO_PROPOSED_FROM_OURAIRPORTS_LARGE_SCHEDULED"
"INC","Yinchuan Hedong International Airport","Yinchuan","China","38.322758","106.393214","large_airport","yes","82","1050.00","AUTO_PROPOSED_FROM_OURAIRPORTS_LARGE_SCHEDULED"
"YIW","Yiwu Airport","Yiwu/Jinhua","China","29.342095","120.03116","large_airport","yes","82","1050.00","AUTO_PROPOSED_FROM_OURAIRPORTS_LARGE_SCHEDULED"
"YCU","Yuncheng Yanhu International Airport","Yuncheng (Yanhu)","China","35.117823","111.034023","large_airport","yes","82","1050.00","AUTO_PROPOSED_FROM_OURAIRPORTS_LARGE_SCHEDULED"
"DYG","Zhangjiajie Hehua International Airport","Zhangjiajie (Yongding)","China","29.104749","110.442786","large_airport","yes","82","1050.00","AUTO_PROPOSED_FROM_OURAIRPORTS_LARGE_SCHEDULED"
"ZHA","Zhanjiang Wuchuan International Airport","Zhanjiang","China","21.481667","110.590278","large_airport","yes","82","1050.00","AUTO_PROPOSED_FROM_OURAIRPORTS_LARGE_SCHEDULED"
"CGO","Zhengzhou Xinzheng International Airport","Zhengzhou","China","34.526497","113.849165","large_airport","yes","82","1050.00","AUTO_PROPOSED_FROM_OURAIRPORTS_LARGE_SCHEDULED"
"HSN","Zhoushan Putuoshan International Airport","Zhoushan","China","29.933874","122.362307","large_airport","yes","82","1050.00","AUTO_PROPOSED_FROM_OURAIRPORTS_LARGE_SCHEDULED"
"ZUH","Zhuhai Jinwan Airport","Zhuhai (Jinwan)","China","22.006399","113.375999","large_airport","yes","82","1050.00","AUTO_PROPOSED_FROM_OURAIRPORTS_LARGE_SCHEDULED"
"URC","Ürümqi Tianshan International Airport","Ürümqi","China","43.913584","87.479372","large_airport","yes","82","1050.00","AUTO_PROPOSED_FROM_OURAIRPORTS_LARGE_SCHEDULED"
"CCK","Cocos (Keeling) Islands Airport","West Island","Cocos (Keeling) Islands","-12.192218","96.834103","large_airport","yes","82","1050.00","AUTO_PROPOSED_FROM_OURAIRPORTS_LARGE_SCHEDULED"
"BAQ","Ernesto Cortissoz International Airport","Barranquilla","Colombia","10.8896","-74.7808","large_airport","yes","82","1050.00","AUTO_PROPOSED_FROM_OURAIRPORTS_LARGE_SCHEDULED"
"CLO","Alfonso Bonilla Aragon International Airport","Cali","Colombia","3.542717","-76.381898","large_airport","yes","82","1050.00","AUTO_PROPOSED_FROM_OURAIRPORTS_LARGE_SCHEDULED"
"CTG","Rafael Nuñez International Airport","Cartagena","Colombia","10.4424","-75.513","large_airport","yes","82","1050.00","AUTO_PROPOSED_FROM_OURAIRPORTS_LARGE_SCHEDULED"
"MDE","Jose Maria Córdova International Airport","Medellín","Colombia","6.16454","-75.4231","large_airport","yes","82","1050.00","AUTO_PROPOSED_FROM_OURAIRPORTS_LARGE_SCHEDULED"
"ADZ","Gustavo Rojas Pinilla International Airport","San Andrés","Colombia","12.5836","-81.7112","large_airport","yes","82","1050.00","AUTO_PROPOSED_FROM_OURAIRPORTS_LARGE_SCHEDULED"
"HAH","Prince Said Ibrahim International Airport","Moroni","Comoros","-11.5337","43.2719","large_airport","yes","82","1050.00","AUTO_PROPOSED_FROM_OURAIRPORTS_LARGE_SCHEDULED"
"RAR","Rarotonga International Airport","Avarua","Cook Islands","-21.2027","-159.806","large_airport","yes","82","1050.00","AUTO_PROPOSED_FROM_OURAIRPORTS_LARGE_SCHEDULED"
"LIR","Daniel Oduber Quirós International Airport","Liberia","Costa Rica","10.5933","-85.544403","large_airport","yes","82","1050.00","AUTO_PROPOSED_FROM_OURAIRPORTS_LARGE_SCHEDULED"
"SJO","Juan Santamaría International Airport","San José (Alajuela)","Costa Rica","9.99386","-84.208801","large_airport","yes","82","1050.00","AUTO_PROPOSED_FROM_OURAIRPORTS_LARGE_SCHEDULED"
"DBV","Dubrovnik Ruđer Bošković Airport","Dubrovnik","Croatia","42.562247","18.265543","large_airport","yes","82","1050.00","AUTO_PROPOSED_FROM_OURAIRPORTS_LARGE_SCHEDULED"
"PUY","Pula Airport","Pula","Croatia","44.893501","13.9222","large_airport","yes","82","1050.00","AUTO_PROPOSED_FROM_OURAIRPORTS_LARGE_SCHEDULED"
"RJK","Rijeka Airport","Rijeka(Omišalj)","Croatia","45.216376","14.57085","large_airport","yes","82","1050.00","AUTO_PROPOSED_FROM_OURAIRPORTS_LARGE_SCHEDULED"
"SPU","Split Saint Jerome Airport","Split","Croatia","43.538898","16.298","large_airport","yes","82","1050.00","AUTO_PROPOSED_FROM_OURAIRPORTS_LARGE_SCHEDULED"
"ZAG","Zagreb Franjo Tuđman International Airport","Velika Gorica","Croatia","45.742901","16.0688","large_airport","yes","82","1050.00","AUTO_PROPOSED_FROM_OURAIRPORTS_LARGE_SCHEDULED"
"ZAD","Zadar Airport","Zadar","Croatia","44.096986","15.353565","large_airport","yes","82","1050.00","AUTO_PROPOSED_FROM_OURAIRPORTS_LARGE_SCHEDULED"
"CMW","Ignacio Agramonte International Airport","Camaguey","Cuba","21.419909","-77.848039","large_airport","yes","82","1050.00","AUTO_PROPOSED_FROM_OURAIRPORTS_LARGE_SCHEDULED"
"HAV","José Martí International Airport","Havana","Cuba","22.989200592041016","-82.40910339355469","large_airport","yes","82","1050.00","AUTO_PROPOSED_FROM_OURAIRPORTS_LARGE_SCHEDULED"
"HOG","Frank Pais International Airport","Holguin","Cuba","20.785148","-76.315526","large_airport","yes","82","1050.00","AUTO_PROPOSED_FROM_OURAIRPORTS_LARGE_SCHEDULED"
"VRA","Juan Gualberto Gomez International Airport","Matanzas","Cuba","23.034401","-81.435303","large_airport","yes","82","1050.00","AUTO_PROPOSED_FROM_OURAIRPORTS_LARGE_SCHEDULED"
"SNU","Abel Santamaria International Airport","Santa Clara","Cuba","22.492215","-79.943119","large_airport","yes","82","1050.00","AUTO_PROPOSED_FROM_OURAIRPORTS_LARGE_SCHEDULED"
"SCU","Antonio Maceo International Airport","Santiago","Cuba","19.97474","-75.835504","large_airport","yes","82","1050.00","AUTO_PROPOSED_FROM_OURAIRPORTS_LARGE_SCHEDULED"
"CUR","Hato International Airport","Willemstad","Curaçao","12.1889","-68.959801","large_airport","yes","82","1050.00","AUTO_PROPOSED_FROM_OURAIRPORTS_LARGE_SCHEDULED"
"LCA","Larnaca International Airport","Larnaca","Cyprus","34.875099","33.624901","large_airport","yes","82","1050.00","AUTO_PROPOSED_FROM_OURAIRPORTS_LARGE_SCHEDULED"
"PFO","Paphos International Airport","Paphos","Cyprus","34.717999","32.485699","large_airport","yes","82","1050.00","AUTO_PROPOSED_FROM_OURAIRPORTS_LARGE_SCHEDULED"
"ECN","Ercan International Airport","Tymbou (Kirklar)","Cyprus","35.153064","33.507352","large_airport","yes","82","1050.00","AUTO_PROPOSED_FROM_OURAIRPORTS_LARGE_SCHEDULED"
"KLV","Karlovy Vary Airport","Karlovy Vary","Czech Republic","50.202999","12.915","large_airport","yes","82","1050.00","AUTO_PROPOSED_FROM_OURAIRPORTS_LARGE_SCHEDULED"
"OSR","Leoš Janáček Airport Ostrava","Mošnov","Czech Republic","49.696301","18.111099","large_airport","yes","82","1050.00","AUTO_PROPOSED_FROM_OURAIRPORTS_LARGE_SCHEDULED"
"PED","Pardubice Airport","Pardubice","Czech Republic","50.015049","15.73981","large_airport","yes","82","1050.00","AUTO_PROPOSED_FROM_OURAIRPORTS_LARGE_SCHEDULED"
"JCL","České Budějovice South Bohemian Airport","České Budějovice","Czech Republic","48.948171","14.42832","large_airport","yes","82","1050.00","AUTO_PROPOSED_FROM_OURAIRPORTS_LARGE_SCHEDULED"
"ABJ","Félix-Houphouët-Boigny International Airport","Abidjan","Côte d'Ivoire","5.26139","-3.92629","large_airport","yes","82","1050.00","AUTO_PROPOSED_FROM_OURAIRPORTS_LARGE_SCHEDULED"
"GOM","Goma International Airport","Goma","Democratic Republic of the Congo","-1.666758","29.238037","large_airport","yes","82","1050.00","AUTO_PROPOSED_FROM_OURAIRPORTS_LARGE_SCHEDULED"
"FIH","Ndjili International Airport","Kinshasa","Democratic Republic of the Congo","-4.38575","15.4446","large_airport","yes","82","1050.00","AUTO_PROPOSED_FROM_OURAIRPORTS_LARGE_SCHEDULED"
"FKI","Bangoka International Airport","Kisangani","Democratic Republic of the Congo","0.481639","25.337999","large_airport","yes","82","1050.00","AUTO_PROPOSED_FROM_OURAIRPORTS_LARGE_SCHEDULED"
"FBM","Lubumbashi International Airport","Lubumbashi","Democratic Republic of the Congo","-11.591494","27.530753","large_airport","yes","82","1050.00","AUTO_PROPOSED_FROM_OURAIRPORTS_LARGE_SCHEDULED"
"AAL","Aalborg Airport","Aalborg","Denmark","57.094763","9.84993","large_airport","yes","82","1050.00","AUTO_PROPOSED_FROM_OURAIRPORTS_LARGE_SCHEDULED"
"AAR","Aarhus Airport","Aarhus","Denmark","56.303331","10.618286","large_airport","yes","82","1050.00","AUTO_PROPOSED_FROM_OURAIRPORTS_LARGE_SCHEDULED"
"BLL","Billund Airport","Billund","Denmark","55.740335","9.157019","large_airport","yes","82","1050.00","AUTO_PROPOSED_FROM_OURAIRPORTS_LARGE_SCHEDULED"
"ODE","Odense Hans Christian Andersen Airport","Odense","Denmark","55.475307","10.327206","large_airport","yes","82","1050.00","AUTO_PROPOSED_FROM_OURAIRPORTS_LARGE_SCHEDULED"
"JIB","Djibouti-Ambouli Airport","Djibouti City","Djibouti","11.5473","43.1595","large_airport","yes","82","1050.00","AUTO_PROPOSED_FROM_OURAIRPORTS_LARGE_SCHEDULED"
"LRM","Casa De Campo International Airport","La Romana","Dominican Republic","18.452222","-68.911111","large_airport","yes","82","1050.00","AUTO_PROPOSED_FROM_OURAIRPORTS_LARGE_SCHEDULED"
"PUJ","Punta Cana International Airport","Punta Cana","Dominican Republic","18.567093","-68.364558","large_airport","yes","82","1050.00","AUTO_PROPOSED_FROM_OURAIRPORTS_LARGE_SCHEDULED"
"STI","Cibao International Airport","Santiago","Dominican Republic","19.40406","-70.604431","large_airport","yes","82","1050.00","AUTO_PROPOSED_FROM_OURAIRPORTS_LARGE_SCHEDULED"
"SDQ","Las Américas International Airport","Santo Domingo","Dominican Republic","18.42970085144","-69.668899536133","large_airport","yes","82","1050.00","AUTO_PROPOSED_FROM_OURAIRPORTS_LARGE_SCHEDULED"
"GYE","José Joaquín de Olmedo International Airport","Guayaquil","Ecuador","-2.15742","-79.883598","large_airport","yes","82","1050.00","AUTO_PROPOSED_FROM_OURAIRPORTS_LARGE_SCHEDULED"
"UIO","Mariscal Sucre International Airport","Quito","Ecuador","-0.125399","-78.354306","large_airport","yes","82","1050.00","AUTO_PROPOSED_FROM_OURAIRPORTS_LARGE_SCHEDULED"
"SNC","General Ulpiano Paez International Airport","Salinas/La Libertad","Ecuador","-2.210057","-80.985067","large_airport","yes","82","1050.00","AUTO_PROPOSED_FROM_OURAIRPORTS_LARGE_SCHEDULED"
"ESM","Carlos Concha Torres International Airport","Tachina","Ecuador","0.978519","-79.626602","large_airport","yes","82","1050.00","AUTO_PROPOSED_FROM_OURAIRPORTS_LARGE_SCHEDULED"
"SPX","Sphinx International Airport","Al Jiza","Egypt","30.108179","30.895728","large_airport","yes","82","1050.00","AUTO_PROPOSED_FROM_OURAIRPORTS_LARGE_SCHEDULED"
"HBE","Alexandria International Airport","Alexandria","Egypt","30.93249","29.696437","large_airport","yes","82","1050.00","AUTO_PROPOSED_FROM_OURAIRPORTS_LARGE_SCHEDULED"
