"iata","name","city","country","latitude","longitude","source_type","scheduled_service","proposed_demand_index","proposed_airport_tax","review_note"
"KSA","Kosrae International Airport","Okat","Micronesia","5.35698","162.957993","large_airport","yes","82","1050.00","AUTO_PROPOSED_FROM_OURAIRPORTS_LARGE_SCHEDULED"
"TKK","Chuuk International Airport","Weno Island","Micronesia","7.46187","151.843002","large_airport","yes","82","1050.00","AUTO_PROPOSED_FROM_OURAIRPORTS_LARGE_SCHEDULED"
"YAP","Yap International Airport","Yap Island","Micronesia","9.49891","138.082993","large_airport","yes","82","1050.00","AUTO_PROPOSED_FROM_OURAIRPORTS_LARGE_SCHEDULED"
"RMO","Chişinău International Airport","Chişinău","Moldova","46.92774","28.931704","large_airport","yes","82","1050.00","AUTO_PROPOSED_FROM_OURAIRPORTS_LARGE_SCHEDULED"
"UBN","Ulaanbaatar Chinggis Khaan International Airport","Ulaanbaatar (Sergelen)","Mongolia","47.646916","106.819833","large_airport","yes","82","1050.00","AUTO_PROPOSED_FROM_OURAIRPORTS_LARGE_SCHEDULED"
"TGD","Podgorica Airport / Podgorica Golubovci Airbase","Podgorica","Montenegro","42.359402","19.2519","large_airport","yes","82","1050.00","AUTO_PROPOSED_FROM_OURAIRPORTS_LARGE_SCHEDULED"
"MNI","John A. Osborne Airport","Gerald's Park","Montserrat","16.791835","-62.193204","large_airport","yes","82","1050.00","AUTO_PROPOSED_FROM_OURAIRPORTS_LARGE_SCHEDULED"
"AGA","Al Massira Airport","Agadir (Temsia)","Morocco","30.322478","-9.412003","large_airport","yes","82","1050.00","AUTO_PROPOSED_FROM_OURAIRPORTS_LARGE_SCHEDULED"
"OUD","Oujda Angads Airport","Ahl Angad","Morocco","34.789558","-1.926041","large_airport","yes","82","1050.00","AUTO_PROPOSED_FROM_OURAIRPORTS_LARGE_SCHEDULED"
"NDR","Nador Al Aaroui International Airport","Al Aaroui","Morocco","34.9888","-3.02821","large_airport","yes","82","1050.00","AUTO_PROPOSED_FROM_OURAIRPORTS_LARGE_SCHEDULED"
"RAK","Marrakesh Menara Airport","Marrakesh","Morocco","31.604807","-8.035788","large_airport","yes","82","1050.00","AUTO_PROPOSED_FROM_OURAIRPORTS_LARGE_SCHEDULED"
"OZZ","Ouarzazate International Airport","Ouarzazate","Morocco","30.9391","-6.90943","large_airport","yes","82","1050.00","AUTO_PROPOSED_FROM_OURAIRPORTS_LARGE_SCHEDULED"
"BEM","Beni Mellal Airport","Oulad Yaich","Morocco","32.401895","-6.315905","large_airport","yes","82","1050.00","AUTO_PROPOSED_FROM_OURAIRPORTS_LARGE_SCHEDULED"
"RBA","Rabat-Salé Airport","Rabat","Morocco","34.051498","-6.75152","large_airport","yes","82","1050.00","AUTO_PROPOSED_FROM_OURAIRPORTS_LARGE_SCHEDULED"
"FEZ","Fes Saïss International Airport","Saïss","Morocco","33.927299","-4.97796","large_airport","yes","82","1050.00","AUTO_PROPOSED_FROM_OURAIRPORTS_LARGE_SCHEDULED"
"TNG","Tangier Ibn Battuta Airport","Tangier","Morocco","35.731741","-5.921459","large_airport","yes","82","1050.00","AUTO_PROPOSED_FROM_OURAIRPORTS_LARGE_SCHEDULED"
"TTU","Sania Ramel Airport","Tétouan","Morocco","35.594299","-5.32002","large_airport","yes","82","1050.00","AUTO_PROPOSED_FROM_OURAIRPORTS_LARGE_SCHEDULED"
"OZG","Zagora Airport","Zagora","Morocco","30.265788","-5.860808","large_airport","yes","82","1050.00","AUTO_PROPOSED_FROM_OURAIRPORTS_LARGE_SCHEDULED"
"BEW","Beira International Airport","Beira","Mozambique","-19.7964","34.9076","large_airport","yes","82","1050.00","AUTO_PROPOSED_FROM_OURAIRPORTS_LARGE_SCHEDULED"
"MPM","Maputo Airport","Maputo","Mozambique","-25.920799","32.572601","large_airport","yes","82","1050.00","AUTO_PROPOSED_FROM_OURAIRPORTS_LARGE_SCHEDULED"
"APL","Nampula Airport","Nampula","Mozambique","-15.1056","39.281799","large_airport","yes","82","1050.00","AUTO_PROPOSED_FROM_OURAIRPORTS_LARGE_SCHEDULED"
"TET","Tete Airport","Tete","Mozambique","-16.104799","33.640202","large_airport","yes","82","1050.00","AUTO_PROPOSED_FROM_OURAIRPORTS_LARGE_SCHEDULED"
"WVB","Walvis Bay International Airport","Walvis Bay(Rooikop)","Namibia","-22.979332","14.647102","large_airport","yes","82","1050.00","AUTO_PROPOSED_FROM_OURAIRPORTS_LARGE_SCHEDULED"
"WDH","Hosea Kutako International Airport","Windhoek","Namibia","-22.4799","17.4709","large_airport","yes","82","1050.00","AUTO_PROPOSED_FROM_OURAIRPORTS_LARGE_SCHEDULED"
"KTM","Tribhuvan International Airport","Kathmandu","Nepal","27.6966","85.3591","large_airport","yes","82","1050.00","AUTO_PROPOSED_FROM_OURAIRPORTS_LARGE_SCHEDULED"
"PHH","Pokhara International Airport","Pokhara","Nepal","28.1838","84.0147","large_airport","yes","82","1050.00","AUTO_PROPOSED_FROM_OURAIRPORTS_LARGE_SCHEDULED"
"BWA","Gautam Buddha International Airport","Siddharthanagar (Bhairahawa)","Nepal","27.504636","83.410381","large_airport","yes","82","1050.00","AUTO_PROPOSED_FROM_OURAIRPORTS_LARGE_SCHEDULED"
"EIN","Eindhoven Airport","Eindhoven","Netherlands","51.4500999451","5.37452983856","large_airport","yes","82","1050.00","AUTO_PROPOSED_FROM_OURAIRPORTS_LARGE_SCHEDULED"
"GRQ","Groningen Airport Eelde","Groningen","Netherlands","53.119107","6.577652","large_airport","yes","82","1050.00","AUTO_PROPOSED_FROM_OURAIRPORTS_LARGE_SCHEDULED"
"MST","Maastricht Aachen Airport","Maastricht","Netherlands","50.911087","5.769401","large_airport","yes","82","1050.00","AUTO_PROPOSED_FROM_OURAIRPORTS_LARGE_SCHEDULED"
"RTM","Rotterdam The Hague Airport","Rotterdam","Netherlands","51.956902","4.43722","large_airport","yes","82","1050.00","AUTO_PROPOSED_FROM_OURAIRPORTS_LARGE_SCHEDULED"
"NOU","La Tontouta International Airport","Nouméa (La Tontouta)","New Caledonia","-22.014601","166.212997","large_airport","yes","82","1050.00","AUTO_PROPOSED_FROM_OURAIRPORTS_LARGE_SCHEDULED"
"ZQN","Queenstown Airport","Queenstown","New Zealand","-45.019205","168.746379","large_airport","yes","82","1050.00","AUTO_PROPOSED_FROM_OURAIRPORTS_LARGE_SCHEDULED"
"MGA","Augusto C. Sandino (Managua) International Airport","Managua","Nicaragua","12.1415","-86.168198","large_airport","yes","82","1050.00","AUTO_PROPOSED_FROM_OURAIRPORTS_LARGE_SCHEDULED"
"NIM","Diori Hamani International Airport","Niamey","Niger","13.4815","2.18361","large_airport","yes","82","1050.00","AUTO_PROPOSED_FROM_OURAIRPORTS_LARGE_SCHEDULED"
"ABV","Nnamdi Azikiwe International Airport","Abuja","Nigeria","9.00679","7.26317","large_airport","yes","82","1050.00","AUTO_PROPOSED_FROM_OURAIRPORTS_LARGE_SCHEDULED"
"ABB","Asaba International Airport","Asaba","Nigeria","6.204167","6.665278","large_airport","yes","82","1050.00","AUTO_PROPOSED_FROM_OURAIRPORTS_LARGE_SCHEDULED"
"BCU","Sir Abubakar Tafawa Balewa Bauchi State International Airport","Bauchi","Nigeria","10.482833","9.744","large_airport","yes","82","1050.00","AUTO_PROPOSED_FROM_OURAIRPORTS_LARGE_SCHEDULED"
"ENU","Akanu Ibiam International Airport","Enegu","Nigeria","6.473718","7.560463","large_airport","yes","82","1050.00","AUTO_PROPOSED_FROM_OURAIRPORTS_LARGE_SCHEDULED"
"ILR","General Tunde Idiagbon International Airport","Ilorin/Ogbomosho","Nigeria","8.44021","4.49392","large_airport","yes","82","1050.00","AUTO_PROPOSED_FROM_OURAIRPORTS_LARGE_SCHEDULED"
"KAD","Kaduna International Airport","Kaduna","Nigeria","10.696","7.32011","large_airport","yes","82","1050.00","AUTO_PROPOSED_FROM_OURAIRPORTS_LARGE_SCHEDULED"
"KAN","Mallam Aminu Kano International Airport","Kano","Nigeria","12.045613","8.523566","large_airport","yes","82","1050.00","AUTO_PROPOSED_FROM_OURAIRPORTS_LARGE_SCHEDULED"
"LOS","Murtala Muhammed International Airport","Lagos","Nigeria","6.57737","3.32116","large_airport","yes","82","1050.00","AUTO_PROPOSED_FROM_OURAIRPORTS_LARGE_SCHEDULED"
"MIU","Maiduguri International Airport","Maiduguri","Nigeria","11.854163","13.080702","large_airport","yes","82","1050.00","AUTO_PROPOSED_FROM_OURAIRPORTS_LARGE_SCHEDULED"
"PHC","Port Harcourt International Airport","Port Harcourt","Nigeria","5.01549","6.94959","large_airport","yes","82","1050.00","AUTO_PROPOSED_FROM_OURAIRPORTS_LARGE_SCHEDULED"
"SKO","Sadiq Abubakar III International Airport","Sokoto","Nigeria","12.915729","5.207547","large_airport","yes","82","1050.00","AUTO_PROPOSED_FROM_OURAIRPORTS_LARGE_SCHEDULED"
"FNJ","Pyongyang Sunan International Airport","Pyongyang","North Korea","39.224098","125.669998","large_airport","yes","82","1050.00","AUTO_PROPOSED_FROM_OURAIRPORTS_LARGE_SCHEDULED"
"SKP","Skopje International Airport","Ilinden","North Macedonia","41.958087","21.622581","large_airport","yes","82","1050.00","AUTO_PROPOSED_FROM_OURAIRPORTS_LARGE_SCHEDULED"
"OHD","Ohrid St. Paul the Apostle Airport","Ohrid","North Macedonia","41.18","20.7423","large_airport","yes","82","1050.00","AUTO_PROPOSED_FROM_OURAIRPORTS_LARGE_SCHEDULED"
"ROP","Rota International Airport","Rota Island","Northern Mariana Islands","14.173267","145.241103","large_airport","yes","82","1050.00","AUTO_PROPOSED_FROM_OURAIRPORTS_LARGE_SCHEDULED"
"BGO","Bergen Airport, Flesland","Bergen","Norway","60.2934","5.21814","large_airport","yes","82","1050.00","AUTO_PROPOSED_FROM_OURAIRPORTS_LARGE_SCHEDULED"
"BOO","Bodø Airport","Bodø","Norway","67.269203","14.3653","large_airport","yes","82","1050.00","AUTO_PROPOSED_FROM_OURAIRPORTS_LARGE_SCHEDULED"
"EVE","Harstad/Narvik Airport","Evenes","Norway","68.491302","16.678101","large_airport","yes","82","1050.00","AUTO_PROPOSED_FROM_OURAIRPORTS_LARGE_SCHEDULED"
"KRS","Kristiansand Airport","Kristiansand(Kjevik)","Norway","58.204201","8.08537","large_airport","yes","82","1050.00","AUTO_PROPOSED_FROM_OURAIRPORTS_LARGE_SCHEDULED"
"TRF","Sandefjord Airport, Torp","Sandefjord(Torp)","Norway","59.186699","10.2586","large_airport","yes","82","1050.00","AUTO_PROPOSED_FROM_OURAIRPORTS_LARGE_SCHEDULED"
"SVG","Stavanger Airport, Sola","Stavanger","Norway","58.876701","5.63778","large_airport","yes","82","1050.00","AUTO_PROPOSED_FROM_OURAIRPORTS_LARGE_SCHEDULED"
"TOS","Tromsø Airport","Tromsø","Norway","69.683296","18.9189","large_airport","yes","82","1050.00","AUTO_PROPOSED_FROM_OURAIRPORTS_LARGE_SCHEDULED"
"TRD","Trondheim Airport, Værnes","Trondheim","Norway","63.457802","10.924","large_airport","yes","82","1050.00","AUTO_PROPOSED_FROM_OURAIRPORTS_LARGE_SCHEDULED"
"AES","Ålesund Airport","Ålesund","Norway","62.560443","6.110845","large_airport","yes","82","1050.00","AUTO_PROPOSED_FROM_OURAIRPORTS_LARGE_SCHEDULED"
"DQM","Duqm International Airport","Duqm","Oman","19.501944","57.634167","large_airport","yes","82","1050.00","AUTO_PROPOSED_FROM_OURAIRPORTS_LARGE_SCHEDULED"
"SLL","Salalah International Airport","Salalah","Oman","17.0387","54.091301","large_airport","yes","82","1050.00","AUTO_PROPOSED_FROM_OURAIRPORTS_LARGE_SCHEDULED"
"OHS","Suhar International Airport","Suhar","Oman","24.38604","56.62541","large_airport","yes","82","1050.00","AUTO_PROPOSED_FROM_OURAIRPORTS_LARGE_SCHEDULED"
"ISB","Islamabad International Airport","Attock","Pakistan","33.549","72.82566","large_airport","yes","82","1050.00","AUTO_PROPOSED_FROM_OURAIRPORTS_LARGE_SCHEDULED"
"LYP","Faisalabad International Airport","Faisalabad","Pakistan","31.364923","72.995319","large_airport","yes","82","1050.00","AUTO_PROPOSED_FROM_OURAIRPORTS_LARGE_SCHEDULED"
"GWD","New Gwadar International Airport","Gurandani","Pakistan","25.296733","62.498822","large_airport","yes","82","1050.00","AUTO_PROPOSED_FROM_OURAIRPORTS_LARGE_SCHEDULED"
"KHI","Jinnah International Airport","Karachi","Pakistan","24.9065","67.160797","large_airport","yes","82","1050.00","AUTO_PROPOSED_FROM_OURAIRPORTS_LARGE_SCHEDULED"
"LHE","Allama Iqbal International Airport","Lahore","Pakistan","31.521601","74.403603","large_airport","yes","82","1050.00","AUTO_PROPOSED_FROM_OURAIRPORTS_LARGE_SCHEDULED"
"MUX","Multan International Airport","Multan","Pakistan","30.203199","71.419098","large_airport","yes","82","1050.00","AUTO_PROPOSED_FROM_OURAIRPORTS_LARGE_SCHEDULED"
"PEW","Bacha Khan International Airport","Peshawar","Pakistan","33.9939","71.514603","large_airport","yes","82","1050.00","AUTO_PROPOSED_FROM_OURAIRPORTS_LARGE_SCHEDULED"
"UET","Quetta International Airport","Quetta","Pakistan","30.2514","66.937798","large_airport","yes","82","1050.00","AUTO_PROPOSED_FROM_OURAIRPORTS_LARGE_SCHEDULED"
"SKT","Sialkot International Airport","Sialkot","Pakistan","32.535941","74.364623","large_airport","yes","82","1050.00","AUTO_PROPOSED_FROM_OURAIRPORTS_LARGE_SCHEDULED"
"KDU","Skardu International Airport","Skardu","Pakistan","35.33866","75.538648","large_airport","yes","82","1050.00","AUTO_PROPOSED_FROM_OURAIRPORTS_LARGE_SCHEDULED"
"TUK","Turbat International Airport","Turbat","Pakistan","25.984767","63.028856","large_airport","yes","82","1050.00","AUTO_PROPOSED_FROM_OURAIRPORTS_LARGE_SCHEDULED"
"ROR","Roman Tmetuchl International Airport","Babelthuap Island","Palau","7.366965","134.544085","large_airport","yes","82","1050.00","AUTO_PROPOSED_FROM_OURAIRPORTS_LARGE_SCHEDULED"
"PTY","Tocumen International Airport","Tocumen","Panama","9.07136","-79.383499","large_airport","yes","82","1050.00","AUTO_PROPOSED_FROM_OURAIRPORTS_LARGE_SCHEDULED"
"LAE","Nadzab Tomodachi International Airport","Lae","Papua New Guinea","-6.567995","146.726544","large_airport","yes","82","1050.00","AUTO_PROPOSED_FROM_OURAIRPORTS_LARGE_SCHEDULED"
"POM","Port Moresby Jacksons International Airport","Port Moresby","Papua New Guinea","-9.443380355834961","147.22000122070312","large_airport","yes","82","1050.00","AUTO_PROPOSED_FROM_OURAIRPORTS_LARGE_SCHEDULED"
"ASU","Silvio Pettirossi International Airport","Asunción","Paraguay","-25.240156","-57.519227","large_airport","yes","82","1050.00","AUTO_PROPOSED_FROM_OURAIRPORTS_LARGE_SCHEDULED"
"AGT","Guaraní International Airport","Ciudad del Este","Paraguay","-25.457186","-54.839544","large_airport","yes","82","1050.00","AUTO_PROPOSED_FROM_OURAIRPORTS_LARGE_SCHEDULED"
"ENO","Teniente Ramon A. Ayub Gonzalez International Airport","Encarnación","Paraguay","-27.227537","-55.837584","large_airport","yes","82","1050.00","AUTO_PROPOSED_FROM_OURAIRPORTS_LARGE_SCHEDULED"
"AQP","Rodríguez Ballón International Airport","Arequipa","Peru","-16.340786","-71.569485","large_airport","yes","82","1050.00","AUTO_PROPOSED_FROM_OURAIRPORTS_LARGE_SCHEDULED"
"CIX","Capitán FAP José A. Quiñones González International Airport","Chiclayo","Peru","-6.789223","-79.828254","large_airport","yes","82","1050.00","AUTO_PROPOSED_FROM_OURAIRPORTS_LARGE_SCHEDULED"
"CUZ","Alejandro Velasco Astete International Airport","Cusco","Peru","-13.535699844400002","-71.9387969971","large_airport","yes","82","1050.00","AUTO_PROPOSED_FROM_OURAIRPORTS_LARGE_SCHEDULED"
"IQT","Coronel FAP Francisco Secada Vignetta International Airport","Iquitos","Peru","-3.78474","-73.3088","large_airport","yes","82","1050.00","AUTO_PROPOSED_FROM_OURAIRPORTS_LARGE_SCHEDULED"
"JUL","Inca Manco Capac International Airport","Juliaca","Peru","-15.467689","-70.15653","large_airport","yes","82","1050.00","AUTO_PROPOSED_FROM_OURAIRPORTS_LARGE_SCHEDULED"
"PCL","Cap FAP David Abenzur Rengifo International Airport","Pucallpa","Peru","-8.378064","-74.574495","large_airport","yes","82","1050.00","AUTO_PROPOSED_FROM_OURAIRPORTS_LARGE_SCHEDULED"
"TRU","Capitán FAP Carlos Martínez de Pinillos International Airport","Trujillo","Peru","-8.082382","-79.108821","large_airport","yes","82","1050.00","AUTO_PROPOSED_FROM_OURAIRPORTS_LARGE_SCHEDULED"
"BCD","Bacolod-Silay International Airport","Bacolod City","Philippines","10.776237","123.018879","large_airport","yes","82","1050.00","AUTO_PROPOSED_FROM_OURAIRPORTS_LARGE_SCHEDULED"
"DRP","Bicol International Airport","Legazpi","Philippines","13.111915","123.676829","large_airport","yes","82","1050.00","AUTO_PROPOSED_FROM_OURAIRPORTS_LARGE_SCHEDULED"
"SFS","Subic Bay International Airport / Naval Air Station Cubi Point","Olongapo","Philippines","14.794833","120.271883","large_airport","yes","82","1050.00","AUTO_PROPOSED_FROM_OURAIRPORTS_LARGE_SCHEDULED"
"KRK","Kraków John Paul II International Airport","Balice","Poland","50.077702","19.7848","large_airport","yes","82","1050.00","AUTO_PROPOSED_FROM_OURAIRPORTS_LARGE_SCHEDULED"
"GDN","Gdańsk Lech Wałęsa Airport","Gdańsk","Poland","54.377602","18.4662","large_airport","yes","82","1050.00","AUTO_PROPOSED_FROM_OURAIRPORTS_LARGE_SCHEDULED"
"RZE","Rzeszów-Jasionka Airport","Jasionka","Poland","50.109791","22.024155","large_airport","yes","82","1050.00","AUTO_PROPOSED_FROM_OURAIRPORTS_LARGE_SCHEDULED"
"KTW","Katowice Wojciech Korfanty International Airport","Katowice","Poland","50.476015","19.080705","large_airport","yes","82","1050.00","AUTO_PROPOSED_FROM_OURAIRPORTS_LARGE_SCHEDULED"
"LUZ","Lublin Airport","Lublin","Poland","51.240157","22.713461","large_airport","yes","82","1050.00","AUTO_PROPOSED_FROM_OURAIRPORTS_LARGE_SCHEDULED"
"WMI","Warsaw Modlin Airport","Nowy Dwór Mazowiecki","Poland","52.451099","20.6518","large_airport","yes","82","1050.00","AUTO_PROPOSED_FROM_OURAIRPORTS_LARGE_SCHEDULED"
"POZ","Poznań-Ławica Airport","Poznań","Poland","52.421598","16.823359","large_airport","yes","82","1050.00","AUTO_PROPOSED_FROM_OURAIRPORTS_LARGE_SCHEDULED"
"SZZ","Solidarity Szczecin–Goleniów Airport","Szczecin(Glewice)","Poland","53.584702","14.9022","large_airport","yes","82","1050.00","AUTO_PROPOSED_FROM_OURAIRPORTS_LARGE_SCHEDULED"
"WRO","Copernicus Wrocław Airport","Wrocław","Poland","51.103719","16.882096","large_airport","yes","82","1050.00","AUTO_PROPOSED_FROM_OURAIRPORTS_LARGE_SCHEDULED"
"LCJ","Łódź Władysław Reymont Airport","Łódź","Poland","51.721901","19.3981","large_airport","yes","82","1050.00","AUTO_PROPOSED_FROM_OURAIRPORTS_LARGE_SCHEDULED"
"FAO","Faro - Gago Coutinho International Airport","Faro","Portugal","37.015909","-7.970939","large_airport","yes","82","1050.00","AUTO_PROPOSED_FROM_OURAIRPORTS_LARGE_SCHEDULED"
"FNC","Cristiano Ronaldo International Airport","Funchal","Portugal","32.697812","-16.774613","large_airport","yes","82","1050.00","AUTO_PROPOSED_FROM_OURAIRPORTS_LARGE_SCHEDULED"
"PDL","João Paulo II Airport","Ponta Delgada","Portugal","37.7411994934","-25.6979007721","large_airport","yes","82","1050.00","AUTO_PROPOSED_FROM_OURAIRPORTS_LARGE_SCHEDULED"
"OPO","Francisco de Sá Carneiro Airport","Porto","Portugal","41.2481002808","-8.68138980865","large_airport","yes","82","1050.00","AUTO_PROPOSED_FROM_OURAIRPORTS_LARGE_SCHEDULED"
"SJU","Luis Munoz Marin International Airport","San Juan","Puerto Rico","18.4394","-66.001801","large_airport","yes","82","1050.00","AUTO_PROPOSED_FROM_OURAIRPORTS_LARGE_SCHEDULED"
"DIA","Doha International Airport","Doha","Qatar","25.259431","51.565528","large_airport","yes","82","1050.00","AUTO_PROPOSED_FROM_OURAIRPORTS_LARGE_SCHEDULED"
"BZV","Maya-Maya International Airport","Brazzaville","Republic of the Congo","-4.2517","15.253","large_airport","yes","82","1050.00","AUTO_PROPOSED_FROM_OURAIRPORTS_LARGE_SCHEDULED"
"PNR","Antonio Agostinho-Neto International Airport","Pointe Noire","Republic of the Congo","-4.81603","11.8866","large_airport","yes","82","1050.00","AUTO_PROPOSED_FROM_OURAIRPORTS_LARGE_SCHEDULED"
"BCM","Bacău George Enescu International  Airport","Bacău","Romania","46.5219","26.910299","large_airport","yes","82","1050.00","AUTO_PROPOSED_FROM_OURAIRPORTS_LARGE_SCHEDULED"
"GHV","Brașov-Ghimbav International Airport","Brașov (Ghimbav)","Romania","45.70558","25.522871","large_airport","yes","82","1050.00","AUTO_PROPOSED_FROM_OURAIRPORTS_LARGE_SCHEDULED"
"BBU","Bucharest Băneasa Aurel Vlaicu International Airport","Bucharest","Romania","44.503133","26.102944","large_airport","yes","82","1050.00","AUTO_PROPOSED_FROM_OURAIRPORTS_LARGE_SCHEDULED"
"CLJ","Avram Iancu Cluj International Airport","Cluj-Napoca","Romania","46.786042","23.685733","large_airport","yes","82","1050.00","AUTO_PROPOSED_FROM_OURAIRPORTS_LARGE_SCHEDULED"
"CND","Mihail Kogălniceanu International Airport","Constanța","Romania","44.362202","28.4883","large_airport","yes","82","1050.00","AUTO_PROPOSED_FROM_OURAIRPORTS_LARGE_SCHEDULED"
"CRA","Craiova International Airport","Craiova","Romania","44.3181","23.888599","large_airport","yes","82","1050.00","AUTO_PROPOSED_FROM_OURAIRPORTS_LARGE_SCHEDULED"
"IAS","Iaşi International Airport","Iaşi","Romania","47.179633","27.621431","large_airport","yes","82","1050.00","AUTO_PROPOSED_FROM_OURAIRPORTS_LARGE_SCHEDULED"
"OMR","Oradea International Airport","Oradea","Romania","47.025299","21.9025","large_airport","yes","82","1050.00","AUTO_PROPOSED_FROM_OURAIRPORTS_LARGE_SCHEDULED"
"OTP","Bucharest Henri Coandă International Airport","Otopeni","Romania","44.571792","26.103285","large_airport","yes","82","1050.00","AUTO_PROPOSED_FROM_OURAIRPORTS_LARGE_SCHEDULED"
"SBZ","Sibiu International Airport","Sibiu","Romania","45.785841","24.086666","large_airport","yes","82","1050.00","AUTO_PROPOSED_FROM_OURAIRPORTS_LARGE_SCHEDULED"
"SCV","Suceava Ștefan cel Mare International Airport","Suceava","Romania","47.6875","26.354099","large_airport","yes","82","1050.00","AUTO_PROPOSED_FROM_OURAIRPORTS_LARGE_SCHEDULED"
"TSR","Timișoara Traian Vuia International Airport","Timişoara","Romania","45.809898","21.3379","large_airport","yes","82","1050.00","AUTO_PROPOSED_FROM_OURAIRPORTS_LARGE_SCHEDULED"
"ABA","Abakan International Airport","Abakan","Russia","53.740002","91.385002","large_airport","yes","82","1050.00","AUTO_PROPOSED_FROM_OURAIRPORTS_LARGE_SCHEDULED"
"VVO","Vladivostok International Airport","Artyom","Russia","43.396256","132.148155","large_airport","yes","82","1050.00","AUTO_PROPOSED_FROM_OURAIRPORTS_LARGE_SCHEDULED"
"ASF","Astrakhan Narimanovo Boris M. Kustodiev International Airport","Astrakhan","Russia","46.282843","48.010511","large_airport","yes","82","1050.00","AUTO_PROPOSED_FROM_OURAIRPORTS_LARGE_SCHEDULED"
"BAX","Barnaul Gherman Titov International Airport","Barnaul","Russia","53.361285","83.539701","large_airport","yes","82","1050.00","AUTO_PROPOSED_FROM_OURAIRPORTS_LARGE_SCHEDULED"
"CEK","Kurchatov Chelyabinsk International Airport","Chelyabinsk","Russia","55.303141","61.504927","large_airport","yes","82","1050.00","AUTO_PROPOSED_FROM_OURAIRPORTS_LARGE_SCHEDULED"
"HTA","Chita-Kadala International Airport","Chita","Russia","52.024841","113.305839","large_airport","yes","82","1050.00","AUTO_PROPOSED_FROM_OURAIRPORTS_LARGE_SCHEDULED"
"GRV","Akhmat Kadyrov Grozny International Airport","Grozny","Russia","43.388106","45.699772","large_airport","yes","82","1050.00","AUTO_PROPOSED_FROM_OURAIRPORTS_LARGE_SCHEDULED"
"IKT","Irkutsk International Airport","Irkutsk","Russia","52.266707","104.395563","large_airport","yes","82","1050.00","AUTO_PROPOSED_FROM_OURAIRPORTS_LARGE_SCHEDULED"
"KGD","Khrabrovo Airport","Kaliningrad","Russia","54.89161","20.598559","large_airport","yes","82","1050.00","AUTO_PROPOSED_FROM_OURAIRPORTS_LARGE_SCHEDULED"
"KZN","Kazan International Airport","Kazan","Russia","55.606201","49.278702","large_airport","yes","82","1050.00","AUTO_PROPOSED_FROM_OURAIRPORTS_LARGE_SCHEDULED"
"KEJ","Alexei Leonov Kemerovo International Airport","Kemerovo","Russia","55.2701","86.107201","large_airport","yes","82","1050.00","AUTO_PROPOSED_FROM_OURAIRPORTS_LARGE_SCHEDULED"
"KRR","Krasnodar Pashkovsky International Airport","Krasnodar","Russia","45.034465","39.174215","large_airport","yes","82","1050.00","AUTO_PROPOSED_FROM_OURAIRPORTS_LARGE_SCHEDULED"
"KJA","Krasnoyarsk International Airport","Krasnoyarsk","Russia","56.175743","92.485788","large_airport","yes","82","1050.00","AUTO_PROPOSED_FROM_OURAIRPORTS_LARGE_SCHEDULED"
"MQF","Magnitogorsk International Airport","Magnitogorsk","Russia","53.391991","58.755235","large_airport","yes","82","1050.00","AUTO_PROPOSED_FROM_OURAIRPORTS_LARGE_SCHEDULED"
"MCX","Makhachkala Uytash International Airport","Makhachkala","Russia","42.816799","47.652302","large_airport","yes","82","1050.00","AUTO_PROPOSED_FROM_OURAIRPORTS_LARGE_SCHEDULED"
"MRV","Mineralnye Vody Airport","Mineralnyye Vody","Russia","44.225101","43.081902","large_airport","yes","82","1050.00","AUTO_PROPOSED_FROM_OURAIRPORTS_LARGE_SCHEDULED"
"SVO","Sheremetyevo International Airport","Moscow","Russia","55.976858","37.41121","large_airport","yes","82","1050.00","AUTO_PROPOSED_FROM_OURAIRPORTS_LARGE_SCHEDULED"
"DME","Domodedovo International Airport","Moscow","Russia","55.408798","37.9063","large_airport","yes","82","1050.00","AUTO_PROPOSED_FROM_OURAIRPORTS_LARGE_SCHEDULED"
"ZIA","Zhukovsky International Airport","Moscow","Russia","55.553299","38.150002","large_airport","yes","82","1050.00","AUTO_PROPOSED_FROM_OURAIRPORTS_LARGE_SCHEDULED"
"MMK","Emperor Nicholas II Murmansk Airport","Murmansk","Russia","68.7817","32.750801","large_airport","yes","82","1050.00","AUTO_PROPOSED_FROM_OURAIRPORTS_LARGE_SCHEDULED"
"NJC","Nizhnevartovsk Airport","Nizhnevartovsk","Russia","60.949299","76.483597","large_airport","yes","82","1050.00","AUTO_PROPOSED_FROM_OURAIRPORTS_LARGE_SCHEDULED"
"GOJ","Nizhny Novgorod / Strigino International Airport","Nizhny Novgorod","Russia","56.227351","43.785152","large_airport","yes","82","1050.00","AUTO_PROPOSED_FROM_OURAIRPORTS_LARGE_SCHEDULED"
"NSK","Alykel International Airport","Norilsk","Russia","69.307951","87.325906","large_airport","yes","82","1050.00","AUTO_PROPOSED_FROM_OURAIRPORTS_LARGE_SCHEDULED"
"OVB","Novosibirsk Tolmachevo Airport","Novosibirsk","Russia","55.019756","82.618675","large_airport","yes","82","1050.00","AUTO_PROPOSED_FROM_OURAIRPORTS_LARGE_SCHEDULED"
"OMS","Omsk Central Airport","Omsk","Russia","54.963124","73.312418","large_airport","yes","82","1050.00","AUTO_PROPOSED_FROM_OURAIRPORTS_LARGE_SCHEDULED"
